id_station_itinerance,id_pdc_itinerance,puissance_nominale
FRATLPFR00546,FRATLE100372,22.0
FRPD1PIBSMOU,FRPD1EIBSMOUUFC200023,100.0
FRVIAP104113,FRVIAE12345705621,300.0
FRPD1PFONFLR,FRPD1EFONFLRKPC600024,200.0
FRPD1PCORBLF,FRPD1ECORBLFKPC200018,100.0
FRPD1PMRBMON,FRPD1EMRMONALF22021,22.0
FRELCP12953868,FRELCETEAU,225.0
FRVIAP102119,FRVIAE20102001011,400.0
FRPD1PLBCTRB,FRPD1ELBCTRBEKO120013,120.0
FRPD1PBUFLIM,FRPD1EBUFLIMUFC200012,22.0
FRPD1PCORMLL,FRPD1ECORMLLKPS200011,50.0
FRETIP44171D,FRETIE44171D11,180.0
FRIOYP13530847,FRIOYE403903,350.0
FRPD1PLCLPPP,FRPD1ELCLPPPKPS200017,200.0
FRETIP64122V,FRETIE64122V11,22.0
FRPD1PMATHUN,FRPD1EMATHUNKP0021,50.0
FRPD1PITSSPD,FRPD1EITSSPDKPC200011,100.0
FRATLPFR00546,FRATLE100341,300.0
FRIENP0116092,FRIENE01160923,320.0
FRELCP12954072,FRELCEKRE2,22.0
FRTSLP1761,FRTSLE00041J,150.0
FRPD1PMBRCST,FRPD1EMBRCSTKPS200015,50.0
FRPD1PITMEVR,FRPD1EITMEVRKPC50011,50.0
FRESEPS42218AG,FRESEE42218AG11,22.0
FRLDLPLFR1940EVCP,FRLDLE00001793,22.0
FRATLPFR00354,FRATLE003642,300.0
FRPD1PARCSDZ,FRPD1EARCSDZTIT0012,50.0
FRLDLPLFR4233EVCP,FRLDLE00004448,120.0
FRPD1PFREREI,FRPD1EFREREIKPS021,150.0
FRPD1PIBSQPR,FRPD1EIBSQPRUFC200013,50.0
FRPD1PSYUPVG,FRPD1ESYUPVGBBC200014,200.0
FRPD1PKFCCAL,FRPD1EKFCCALUFC200023,100.0
FRPD1PLEOBRB,FRPD1ELEOBRBALF220011,22.0
FRPD1PASCCOR,FRPD1EASCCORBBC0031,200.0
FRPD1PARCSDZ,FRPD1EARCSDZTIT0011,120.0
FRPD1PIBSSMA,FRPD1EIBSSMAKPC100011,50.0
FRLDLPLFR1854EVCP,FRLDLE00006311,22.0
FRTSLP5362,FRTSLE00049R,150.0
FRLDLPLFR2554EVCP,FRLDLE00005197,22.0
FRV75P901608,FRV75E9016082,4.0
FRPD1PMTICHO,FRPD1EMTICHOKMP20016,100.0
FRLDLPLFR1854EVCP,FRLDLE00006312,22.0
FRPD1PSYUBRC,FRPD1ESYUBRCKP0022,50.0
FRPD1PCORCBR,FRPD1ECORCBRKPS200014,50.0
FRPD1PBLGFLS,FRPD1EBLGFLSUFC200013,100.0
FRS50P5021850063312147292,FRS50E502180075,22.0
FRVIAP104113,FRVIAE12345703912,300.0
FRVIAP104113,FRVIAE12345703852,50.0
FRVIAP104113,FRVIAE12345703851,60.0
FRVIAP104113,FRVIAE12345703901,300.0
FRETIP33281A,FRETIE33281A13,100.0
FRZUNP5609650024528147024,FRZUNEFR5601ER07,400.0
FRIOYP13530843,FRIOYE447306,350.0
FRELCP12954461,FRELCEFFG8,200.0
FRPD1PSUPERU,FRPD1ESUPERUCHNVEUFC200021,100.0
FRA79P91050936,FRA79E12347315311,22.08
FRPD1PLCLACR,FRPD1ELCLACRKPC50013,22.0
FRPD1PSYUMNT,FRPD1ESYUMNTKP0013,50.0
FRPD1PMAJILL,FRPD1EMAILLBBC0011,200.0
FRA79P91422692,FRA79E12349145213,2.88
FRV75PPX0209,FRV75EPX02091,7.0
FRESEPS42005AA,FRESEE42005AA13,50.0
FRHXWPMETAMP,FRHXWEMETAMP0041,7.0
FRS50P5021850063312147292,FRS50E502180076,22.0
FRETIP34003C,FRETIE34003C15,2.299999952316284
FRPD1PITMMOY,FRPD1EITMMOYSLIM0023,50.0
FRELCP12953867,FRELCE2LN5,300.0
FRPD1PIBSMON,FRPD1EIBSMONKPC50013,22.0
FRPD1PLCLCHA,FRPD1ELCLCHAKPC200016,100.0
FRATLPFR00365,FRATLE005882,300.0
FRLDLPLFR3350EVCP,FRLDLE00000354,22.0
FRBMPP212715P50044650814120,FRBMPE7327,150.0
FRATLPPORT6501,FRATLEHYC15022BZ0996A2,150.0
FRBMPP290386P500502896562180,FRBMPE7097,25.0
FRIENP0116092,FRIENE01160924,320.0
FRBMPP649748P,FRBMPEBMP0138,11.0
FRVIAP102104,FRVIAE10001276082,300.0
FRLDLPLFR2417EVCP,FRLDLE00004155,22.0
FRVIAP102104,FRVIAE10001276072,300.0
FRIOYP13531185,FRIOYE460812,350.0
FRVIAP102104,FRVIAE10001276031,300.0
FRIOYP13531424,FRIOYE476171,400.0
FRPD1PMTCHJO,FRPD1EMTCHJOKMP0011,180.0
FRELCP12954000,FRELCEC6SA,22.0
FRLDLPLFR3138EVCP,FRLDLE00000933,22.0
FRLDLPLFR3387EVCP,FRLDLE00002155,120.0
FRVIAP122016,FRVIAE12346030001,300.0
FRELCP12953914,FRELCE4FYE,150.0
FRVIAP104109,FRVIAE10001453051,300.0
FRELCP12953872,FRELCEXETK,100.0
FRPD1PCCMLMM,FRPD1ECCMLMMBBC200013,200.0
FRSE1PSE80CADA,FRSE1ESE80CADA2,22.0
FRPD1PIBSMNQ,FRPD1EIBSMNQKPC20015,50.0
FRA79P90932649,FRA79E12346974453,50.0
FRSE1PSE31RAEA,FRSE1ESE31RAEACP1,24.0
FRELCP12953883,FRELCEKR2K,150.0
FRLDLPLFR3884EVCP,FRLDLE00003171,120.0
FRBMPP743470P,FRBMPEBMP3238,22.0
FRALLPGO900647,FRALLEGO9006471,22.0
FRLDLPLFR3884EVCP,FRLDLE00003172,60.0
FRTSLP29873,FRTSLE0005SR,250.0
FRBMPP153947P500491375900720,FRBMPE3265,22.0
FRHXWPMETAMP,FRHXWEMETAMP0051,7.0
FRIOYP13530922,FRIOYE421501,350.0
FRPD1PMRCMEB,FRPD1EMRCMEBKPC100021,50.0
FRBMPP681674P,FRBMPE3656,22.0
FRPD1PCAPORL,FRPD1ECAPORLKP200012,50.0
FRIOYP13530793,FRIOYE431702,350.0
FRPD1PSTWLCV,FRPD1ESTWLCVEKO0012,22.0
FRPD1PCINSSB,FRPD1ECINSSBKPC600012,150.0
FRELCP12954378,FRELCECUN2,22.0
FRIOYP13530835,FRIOYE402952,50.0
FRPD1PITSSPD,FRPD1EITSSPDALFS22011,22.0
FRVIAP102114,FRVIAE10001181152,300.0
FRPD1PSYULMD,FRPD1ESYULMDUFC200011,100.0
FRPD1PSYUCTN,FRPD1ESYUCTNKMP0014,100.0
FRPD1PLCLBLU,FRPD1ELCLBLUUFC200022,22.0
FRPD1PMATAUB,FRPD1EMATAUBKP0012,200.0
FRVIAP102114,FRVIAE10001181213,300.0
FRVIAP101111,FRVIAE10001230992,300.0
FRVIAP102114,FRVIAE10001181092,300.0
FRVIAP101111,FRVIAE10001230981,300.0
FRVIAP101111,FRVIAE10001230982,300.0
FRALLPGO900979,FRALLEGO9009794,22.0
FRPD1PGMVTRB,FRPD1EGMVTRBBBC200012,50.0
FRPD1PSCISCM,FRPD1ESCISCMKPC200015,50.0
FRELCP12953929,FRELCEEEAW,150.0
FRPD1PPCLMSC,FRPD1EPCLMSCEKO60023,60.0
FRVIAP122016,FRVIAE12346141581,22.0
FRELCP12954163,FRELCE68ER,150.0
FRVIAP102114,FRVIAE10001181211,300.0
FRELCP12954211,FRELCESTRL,200.0
FRV75PPX0807,FRV75EPX08072,7.0
FRBMPP198398P67372E1801227632,FRBMPE7279,150.0
FRPD1PSUPSAB,FRPD1ESUPSABTTN120011,120.0
FRGSPP91082112,FRGSPE12345958511,22.08
FRPD1PITMPGC,FRPD1EITMPGCKPC200011,50.0
FRR3MP1096881,FRR3ME5575245,150.0
FRBMPP734804P,FRBMPEBMP2028,22.0
FRBMPP746265P,FRBMPEBMP4106,22.0
FRBMPP172793P50064767106281,FRBMPE3434,22.0
FRWA2P631990,FRWA2E3755838,47.0
FRIOYP13530970,FRIOYE413873,400.0
FRELCP12954642,FRELCEPSES,300.0
FRPD1PNETBZL,FRPD1ENETBZLKPC100012,100.0
FRWA2P448584,FRWA2E3756002,22.0
FRPD1PSYULMD,FRPD1ESYULMDUFC200022,22.0
FRBMPP681674P,FRBMPE1564,22.0
FRVIAP104110,FRVIAE10001454051,300.0
FRVIAP122060,FRVIAE20122060052,22.0
FRVIAP122060,FRVIAE20122060032,300.0
FRVIAP122049,FRVIAE12346030951,300.0
FRVIAP122049,FRVIAE12346030631,300.0
FRPD1PMATMAU,FRPD1EMATMAUKP0014,160.0
FRVIAP122177,FRVIAE20122177012,300.0
FRVIAP122060,FRVIAE20122060022,300.0
FRVIAP122060,FRVIAE20122060012,300.0
FRVIAP122049,FRVIAE12346030671,300.0
FRESEPS42218AP,FRESEE42218AP12,50.0
FRVIAP122177,FRVIAE20122177011,300.0
FRVIAP122049,FRVIAE12346374592,22.0
FRVIAP122060,FRVIAE20122060031,300.0
FRVIAP122060,FRVIAE20122060042,300.0
FRVIAP122049,FRVIAE12346374591,22.0
FRVIAP122049,FRVIAE12346374602,22.0
FRATLPFR00308,FRATLE004511,300.0
FRPD1PACCPPN,FRPD1EACCPPNKPC200013,50.0
FRV75PPX1110,FRV75EPX11104,7.0
FRELCP12954204,FRELCEFDL5,300.0
FRA79P90932672,FRA79E12346973463,1.84
FRETIP34123A,FRETIE34123A17,2.299999952316284
FRV75PPX1301,FRV75EPX13015,7.0
FRLDLPLFR2812EVCP,FRLDLE00002569,22.0
FRTSLP5177,FRTSLE0TLLFC,250.0
FRVIAP122177,FRVIAE20122177041,300.0
FRPD1PCORBLO,FRPD1ECORBL0KPC200016,100.0
FRPD1PMRBCHP,FRPD1EMRBCHPKPC200013,22.0
FRPD1PCORHOU,FRPD1ECORHOUAXON120011,50.0
FRPD1PBRTPGY,FRPD1EBRTPGYALFS22011,22.0
FRLDLPLFR3873EVCP,FRLDLE00005181,120.0
FRHXWPMETAMP,FRHXWEMETAMP0061,7.0
FRVIAP122177,FRVIAE20122177061,22.0
FRBMPP681674P,FRBMPE9209,22.0
FRPD1PFONCHT,FRPD1EFONCHTXBBC0024,200.0
FRBMPP746265P,FRBMPEBMP4107,22.0
FRPD1PKFCBOJ,FRPD1EKFCBOJKPC200012,100.0
FRATLPCAPU1381,FRATLE001001,150.0
FRPD1PBLGLMR,FRPD1EBLGLMRBBC0013,200.0
FRPD1PCRIORT,FRPD1ECRIORTBB200013,200.0
FRHXWPMETAMP,FRHXWEMETAMP0101,7.0
FRBMPP734804P,FRBMPEBMP2029,22.0
FRPD1PMTCHJO,FRPD1EMTCHJOALF0021,22.0
FRETIP34116B,FRETIE34116B16,22.0
FRLDLPLFR1114EVCP,FRLDLE00002761,120.0
FRPD1PSCIBLG,FRPD1ESCIBLGKPC50013,22.0
FRIOYP13530870,FRIOYE413072,400.0
FRVIAP143037,FRVIAE12345703752,150.0
FRPD1PSTJSJS,FRPD1ESTJSJSKPC200012,200.0
FRLDLPLFR1114EVCP,FRLDLE00002762,120.0
FRPD1PSYULGN01,FRPD1ESYULGNBB200011,200.0
FRLDLPLFR3409EVCP,FRLDLE00003142,120.0
FRPD1PIBSISR,FRPD1EIBSISRKPC200012,100.0
FRVIAP143037,FRVIAE12345703751,150.0
FRBMPP180804P50044650814120,FRBMPE5599,150.0
FRPD1PKFCVAL,FRPD1EKFCVALEFAQ45012,50.0
FRPD1PIMCORC,FRPD1EIMCORCKP0025,200.0
FRVIAP122177,FRVIAE20122177062,22.0
FRVIAP122177,FRVIAE20122177052,22.0
FRV75PPX1303,FRV75EPX13031,7.0
FRPD1PGSTLPM,FRPD1EGSTLPMUFC200013,50.0
FRSE1PSE17BAEA,FRSE1ESE17BAEACP1,24.0
FRELCP12954265,FRELCE8N44,300.0
FRV75P901706,FRV75E9017061,22.0
FRPD1PCORFLE02,FRPD1ECORFLEBBC200013,200.0
FRPD1PCORBLF,FRPD1ECORBLFKPC200015,100.0
FRPD1PLCLCHA,FRPD1ELCLCHAKPS50012,50.0
FRPD1PSYULGN02,FRPD1ESYULGNEKO60022,22.0
FRPD1PIMCVER,FRPD1EIMCVERKPC50023,22.0
FRPD1PSUPBER,FRPD1ESUPBERBBC0014,200.0
FRIOYP13531129,FRIOYE401901,350.0
FRPD1PCINHEN,FRPD1ECINHENTTN120012,150.0
FRPD1PSYUFTY,FRPD1ESYUFTYKP200011,200.0
FRPD1PSYUFON,FRPD1ESYUFONKPC200012,200.0
FRPD1PITMSTQ,FRPD1EITMSTQKPC200016,200.0
FRVIAP143037,FRVIAE12345703753,22.0
FRLDLPLFR2993EVCP,FRLDLE00006385,180.0
FRBMPP734872P,FRBMPEBMP1960,22.0
FRVIAP142042,FRVIAE20142042012,50.0
FRPD1PCORGLG,FRPD1ECORGLGKPS200016,100.0
FRETIP44190B,FRETIE44190B11,22.0
FRPD1PMAEABI,FRPD1EMAEABIKPS200013,100.0
FRPD1PIBSHGN,FRPD1EIBSHGNKP0016,100.0
FRVIAP111101,FRVIAE20111101022,400.0
FRPD1PLECCHE,FRPD1ELECCHEALFD22061,22.0
FRVIAP102101,FRVIAE10001181441,300.0
FRVIAP102101,FRVIAE10001181432,300.0
FRVIAP102101,FRVIAE10001181452,300.0
FRVIAP102101,FRVIAE10001181232,22.0
FRVIAP102101,FRVIAE10001181431,300.0
FRVIAP111101,FRVIAE20111101021,400.0
FRVIAP102101,FRVIAE10001181451,300.0
FRVIAP102101,FRVIAE10001181231,300.0
FRBMPP743470P,FRBMPEBMP3237,22.0
FRVIAP142093,FRVIAE20142093011,150.0
FRPD1PFREBES,FRPD1EFREBESKPS200016,100.0
FRIOYP13531178,FRIOYE403253,50.0
FRELCP12954140,FRELCEUQDG,200.0
FRVIAP142093,FRVIAE20142093022,150.0
FRPD1PACTMGN,FRPD1EACTMGNUFC200011,100.0
FRPD1PLECQUE,FRPD1ELECQUEKPC400027,200.0
FRELCP12954200,FRELCEJF92,400.0
FRA79P91484427,FRA79E12349209041,22.08
FRR3MP1096144,FRR3ME5572836,180.0
FRSE1PSE62CAEA,FRSE1ESE62CAEACP1,24.0
FRPD1PSUPERU,FRPD1ESUPERUCHNVEUFC200013,100.0
FRLDLPLFR2993EVCP,FRLDLE00006386,180.0
FRELCP12954148,FRELCE5DDB,200.0
FRBMPP681674P,FRBMPE2188,22.0
FRPD1PBUFLIM,FRPD1EBUFLIMUFC200011,100.0
FRBMPP743470P,FRBMPEBMP3239,22.0
FRPD1PIBSVSS,FRPD1EIBSVSSKPS200013,200.0
FRPD1PLCLACR,FRPD1ELCLACRKPC200016,100.0
FRPD1PHF1SPR,FRPD1EHF1SPRKP200012,160.0
FRPD1PMDTPRP,FRPD1EMDTPRPKPC200015,50.0
FRVIAP104104,FRVIAE12346063551,60.0
FRVIAP124001,FRVIAE12346431471,22.0
FRETIP44190B,FRETIE44190B12,22.0
FRVIAP124001,FRVIAE12346431482,22.0
FRVIAP122048,FRVIAE12346031022,300.0
FRVIAP124001,FRVIAE12346431481,22.0
FRVIAP122048,FRVIAE12346374122,22.0
FRPD1PSYULMD,FRPD1ESYULMDUFC200013,100.0
FRPD1PSYUPRD,FRPD1ESYUPRDKPC200013,100.0
FRPD1PJARGRT,FRPD1EJARGRTBBC200011,200.0
FRVIAP151002,FRVIAE10000988251,62.5
FRVIAP122048,FRVIAE12346030791,300.0
FRVIAP122048,FRVIAE12346030702,300.0
FRVIAP142029,FRVIAE20142029011,25.0
FRVIAP122048,FRVIAE12346374132,22.0
FRVIAP124001,FRVIAE12346431462,100.0
FRVIAP151002,FRVIAE10000988252,210.0
FRPD1PITMTOU,FRPD1EITMTOUTIT120012,120.0
FRPD1PACCVDA,FRPD1EACCVDAKP200011,100.0
FRVIAP122048,FRVIAE12346030701,300.0
FRVIAP122048,FRVIAE12346031031,300.0
FRPD1PJJHPMD,FRPD1EJJHPMDKPS200011,200.0
FRPD1PIBSMNQ,FRPD1EIBSMNQKPC20016,100.0
FREVZP78CDC8563FA14091876C9E34481C8,FREVZEESHA1,22.0
FRETIP34027A,FRETIE34027A13,22.0
FRSE1PSE54MXHA,FRSE1ESE54MXHA1,25.0
FRIOYP13531172,FRIOYE101302,350.0
FRTSLP34981,FRTSLE0DIU77,250.0
FREVAP22168A,FREVAE22168AB2CCS1,60.0
FRETIP44190B,FRETIE44190B13,22.0
FRPD1PMBCCHA,FRPD1EMBCCHADLT0012,22.0
FRPD1PMAJILL,FRPD1EMAILLBBC0013,200.0
FRPD1PFONCHT,FRPD1EFONCHTXBBC0021,200.0
FRPD1PMBRSVN,FRPD1EMBRSVNBBC011,200.0
FRPD1PACCLMG,FRPD1EACCLMGNOV2400012,110.0
FRPD1PMBCCHA,FRPD1EMBCCHADLT0014,100.0
FRBMPP198842P50072145110122,FRBMPE1963,150.0
FRPD1PCAPSJB,FRPD1ECAPJSBKP200011,160.0
FRPD1PSYUCTN,FRPD1ESYUCTNKMP0015,100.0
FRPD1PACTBOU,FRPD1EACTBOUBBC200012,50.0
FRPD1PACTNCB,FRPD1EACTNCBKPC200012,100.0
FRTSLP3318,FRTSLE2IOVLF,150.0
FRBMPP704356P500103458598100,FRBMPEBMP2750,200.0
FRV75PPX1401,FRV75EPX14014,7.0
FRVIAP142024,FRVIAE20142024013,22.0
FRELCP12954141,FRELCELGSU,300.0
FRELCP12954247,FRELCEUTH3,300.0
FRETIP44190B,FRETIE44190B14,22.0
FRETIP59036A,FRETIE59036A14,100.0
FRBMPP681674P,FRBMPE2856,22.0
FRPD1PBRCCSI,FRPD1EBRCCSIKPC200014,100.0
FRVIAP103102,FRVIAE10001169562,22.0
FRPD1PBDMMTL,FRPD1EBDMMTLEFA0013,22.0
FRESEPS42044AA,FRESEE42044AA11,22.0
FRPD1PBRCFIM,FRPD1EBRCFIMKPC200016,200.0
FRDREP663011,FRDREE4311858,7.4
FRIOYP13530964,FRIOYE403352,50.0
FRSE1PSE33BACA,FRSE1ESE33BACACP1,24.0
FRVIAP103102,FRVIAE10001169541,300.0
FRELCP12954199,FRELCEETMK,200.0
FRVIAP103102,FRVIAE10001169561,300.0
FRVIAP103102,FRVIAE10001169533,300.0
FRPD1PLCLPPP,FRPD1ELCLPPPKPS200048,200.0
FRVIAP142024,FRVIAE20142024011,25.0
FRVIAP103102,FRVIAE10001169532,22.0
FRZEEP91332713,FRZEEE12348694604,3.68
FRHXWPMETAMP,FRHXWEMETAMP0151,7.0
FRR3MP1096499,FRR3ME5574289,150.0
FREVAP22168A,FREVAE22168AB2CCS2,60.0
FRPD1PGDMSBZ,FRPD1EGDMSBZEFAQ60013,22.0
FRELCP12954380,FRELCER88Z,300.0
FRPD1PKFCASL,FRPD1EKFCASLKPS200013,170.0
FRIOYP13530886,FRIOYE437806,350.0
FRLDLPLFR4097EVCP,FRLDLE00007045,120.0
FRLDLPLFR4097EVCP,FRLDLE00007044,120.0
FRPD1PBRTPSE,FRPD1EBRTPSEYUFC200011,100.0
FRETIP44190B,FRETIE44190B15,2.299999952316284
FRPD1PCORSAR,FRPD1ECORSARKPC100012,100.0
FRV75PPX1505,FRV75EPX15055,7.0
FRWA2P631995,FRWA2E3733381,47.0
FRIOYP13530921,FRIOYE440101,350.0
FRWA2P519453,FRWA2E3711297,22.0
FRS77P77102001,FRS77E771020012,22.8
FRTSLP3318,FRTSLE2IOYGE,150.0
FRSE1PSE44NABG,FRSE1ESE44NABG1,22.0
FRBMPP648237P50028004210631,FRBMPE4946,180.0
FRESEPS42218AT,FRESEE42218AT11,22.0
FRELCP12954378,FRELCEERND,400.0
FRVIAP103102,FRVIAE10001169672,22.0
FRESEPS42218AT,FRESEE42218AT12,22.0
FRVIAP122040,FRVIAE12346031261,300.0
FRIOYP13531171,FRIOYE409180,400.0
FRVIAP122040,FRVIAE12346031281,300.0
FRVIAP122040,FRVIAE12346031262,300.0
FRVIAP103102,FRVIAE10001169673,300.0
FRELCP12954086,FRELCEKA2T,22.0
FRELCP12954048,FRELCEDW2N,300.0
FRSRGP91344535,FRSRGE12347806032,22.08
FRSE1PSE86CFPS,FRSE1ESE86CFPS1,50.0
FRBMPP704356P500103458598100,FRBMPEBMP2751,200.0
FRSE1PSE50SABA,FRSE1ESE50SABACP1,24.0
FRSE1PSE62ABDA,FRSE1ESE62ABDA2,22.0
FRSE1PSE77CVCA,FRSE1ESE77CVCA2,22.0
FRSE1PSE77VABA,FRSE1ESE77VABA2,22.0
FRSE1PSE44MABA,FRSE1ESE44MABACP1,24.0
FRMFCPMONTAUBAN,FRMFCEMONTAUBAN2,320.0
FRUBIP10536706,FRUBIE10016185,22.0
FRHXWPMETAMP,FRHXWEMETAMP0161,7.0
FRVIAP102108,FRVIAE10001231761,300.0
FRPD1PSUPERU,FRPD1ESUPERUCHNVEUFC200023,100.0
FRBMPP681674P,FRBMPE6904,22.0
FRELCP12953921,FRELCEPQ59,300.0
FRPD1PSYUVAL,FRPD1ESYUVALKPC200014,200.0
FRTSLP1744,FRTSLE0004HF,150.0
FRPD1PITMRDF,FRPD1EITMRDFKPC50023,22.0
FRELCP12954181,FRELCE7G6A,400.0
FRTSLP3318,FRTSLE2IP201,150.0
FRESEPS42237AB,FRESEE42237AB13,50.0
FRVIAP122040,FRVIAE12346031271,300.0
FRETIP38158A,FRETIE38158A16,22.0
FRBMPP681674P,FRBMPE5249,22.0
FRSE1PSE33ABHA,FRSE1ESE33ABHACP1,24.0
FR3R3P89885401,FR3R3E10001456671,150.0
FRIOYP13530970,FRIOYE413801,350.0
FRPD1PITMRDF,FRPD1EITMRDFKPC50021,50.0
FRELCP12953979,FRELCE9XCW,300.0
FRELCP12953999,FRELCE37MY,22.0
FRBPEP3EA016,FRBPEE3EA0163042,32.0
FREVAP01195A,FREVAE01195AB1CCS,50.0
FRBMPP202794P50029599053552,FRBMPE3353,150.0
FRELCP12954479,FRELCEJZ2Q,50.0
FRPD1PCORAMP,FRPD1ECORAMPEKOAE60021,50.0
FRBMPP230819P,FRBMPE3856,7.4
FRELCP12954427,FRELCEAKDZ,22.0
FRSE1PSE03DACA,FRSE1ESE03DACA2,22.0
FRELCP12954424,FRELCE793J,200.0
FRBMPP704356P500103458598100,FRBMPEBMP2749,200.0
FRELCP12954199,FRELCE25V2,200.0
FRSE1PSE19CABA,FRSE1ESE19CABA2,22.0
FRELCP12954010,FRELCE6MYJ,300.0
FRSE1PSE57FPBA,FRSE1ESE57FPBACP1,24.0
FRSE1PSE60BVDA,FRSE1ESE60BVDACP1,24.0
FRSE1PSE72CABA,FRSE1ESE72CABACP1,24.0
FRTCBP02575,FRTCBE010886,22.0
FRPD1PSYUVAL,FRPD1ESYUVALKPC200013,200.0
FRR3MP894936,FRR3ME4992722,22.0
FRHXWPMETAMP,FRHXWEMETAMP0171,7.0
FRELCP12953926,FRELCE3YCR,150.0
FRVIAP102108,FRVIAE10001231771,300.0
FRR3MP1064215,FRR3ME5374703,22.0
FRELCP12953923,FRELCEHY5K,300.0
FRVIAP102108,FRVIAE10001231772,300.0
FRGYMP735559,FRGYMEC12404013,22.0
FRSE1PSE03DACA,FRSE1ESE03DACACP1,24.0
FRV75PPX1508,FRV75EPX15082,7.0
FRETIP30217A,FRETIE30217A14,100.0
FRBPEP3EA012,FRBPEE3EA0122043,100.0
FRVIAP102108,FRVIAE10001231732,300.0
FRDREP730137,FRDREE4431392,2.3
FRVIAP102108,FRVIAE10001231752,300.0
FRWA2P524837,FRWA2E3733377,22.0
FRTSLP1747,FRTSLE00040J,150.0
FRBMPP87921P50096610424233,FRBMPE2719,150.0
FRESEPS42218AW,FRESEE42218AW12,22.0
FRPD1PBUFLIM,FRPD1EBUFLIMUFC200013,100.0
FRELCP12954213,FRELCE67V6,50.0
FRIOYP13531112,FRIOYE402503,350.0
FRELCP12953932,FRELCESFEW,100.0
FRSE1PSE77MSRA,FRSE1ESE77MSRA2,22.0
FRBMPP704356P500103458598100,FRBMPEBMP2752,200.0
FRSE1PSE78PABA,FRSE1ESE78PABA1,47.0
FRETIP68297E,FRETIE68297E31,7.0
FRELCP12954168,FRELCELWL2,150.0
FRELCP12954030,FRELCESKR9,150.0
FRGSPP89215287,FRGSPE10000557062,22.08
FRETIP68297E,FRETIE68297E32,2.299999952316284
FRSE1PSE17BACA,FRSE1ESE17BACACP1,24.0
FRBMPP681674P,FRBMPE6285,22.0
FRSE1PSE45DABA,FRSE1ESE45DABA2,22.0
FRSE1PSE57RMTA,FRSE1ESE57RMTA2,22.0
FRSE1PSE86DACA,FRSE1ESE86DACA2,22.0
FRSE1PSE87SADA,FRSE1ESE87SADACP1,24.0
FRPD1PSUPERU,FRPD1ESUPERUCHNVEUFC200022,22.0
FRTSLP1759,FRTSLE0003UP,250.0
FRR3MP1063571,FRR3ME5372114,22.0
FRBMPP681674P,FRBMPE8008,22.0
FRTSLP3318,FRTSLE2IP6RG,150.0
FRPD1PMTCHJO,FRPD1EMTCHJOKMP0015,100.0
FRIOYP13530934,FRIOYE431401,350.0
FRDREP642816,FRDREE4238678,22.0
FRV75PPX1514,FRV75EPX15146,7.0
FRMFCPLAROCHELLE,FRMFCELAROCHELLE122,320.0
FRIOYP13530934,FRIOYE431402,350.0
FRETIP76057A,FRETIE76057A11,150.0
FRESEPS42005AC,FRESEE42005AC12,22.0
FRETIP59172A,FRETIE59172A11,150.0
FRETIP62443A,FRETIE62443A12,150.0
FRPD1PMATCYS,FRPD1EMATCYSKP0012,100.0
FREVAP01195A,FREVAE01195AB3CHADEMO,50.0
FRTSLP1759,FRTSLE0003UR,250.0
FRDREP1300174,FRDREE5299690,22.0
FRELCP12954213,FRELCED4PR,50.0
FRVIAP104107,FRVIAE10001456413,22.0
FRVIAP104107,FRVIAE10001453932,300.0
FRBMPP198844P50027139132208,FRBMPE4663,150.0
FRIOYP13530986,FRIOYE438707,350.0
FRPD1PMRCMEB,FRPD1EMRCMEBKPC100031,50.0
FRPD1PCRFSAL,FRPD1ECRFSALKPS200015,200.0
FRELCP12953989,FRELCERTCE,300.0
FRHXWPMETAMP,FRHXWEMETAMP0181,7.0
FRELCP12954131,FRELCEQRU7,22.0
FRELCP12954199,FRELCEN3SS,200.0
FRELCP12954028,FRELCE8DUZ,150.0
FRSE1PSE33HABA,FRSE1ESE33HABA2,22.0
FRELCP12954048,FRELCE5SMY,300.0
FRSE1PSE54DABA,FRSE1ESE54DABA2,22.0
FRSRGP90119489,FRSRGE12346051642,3.68
FRSE1PSE77CVDA,FRSE1ESE77CVDACP1,24.0
FRS14PQNVE1QVN1M,FRS14EMGVR2,22.0
FRTSLP3318,FRTSLE2IP8HO,150.0
FRETIP24520A,FRETIE24520A11,150.0
FRPD1PITMGRT,FRPD1EITMGRTALF22011,22.0
FRETIP64335B,FRETIE64335B12,150.0
FRDREP286306,FRDREE5275338,320.0
FRETIP68297E,FRETIE68297E11,7.0
FRHXWPMETAMP,FRHXWEMETAMP0221,7.0
FRIOYP13530963,FRIOYE404452,50.0
FRLDLPLFR3679EVCP,FRLDLE00001033,22.0
FRETIP76057A,FRETIE76057A12,150.0
FRVIAP143032,FRVIAE10001371643,22.0
FRALLPGO800470,FRALLEGO8004701,300.0
FRTSLP1759,FRTSLE0003UT,250.0
FRVIAP142002,FRVIAE20142002012,25.0
FRTSLP1750,FRTSLE0004JX,150.0
FRVIAP104107,FRVIAE10001453941,300.0
FRV75PPX0707,FRV75EPX07075,7.0
FRVIAP104107,FRVIAE10001453951,300.0
FRBMPP153945P500741764047950,FRBMPE1261,150.0
FRVIAP103107,FRVIAE10001169713,300.0
FRVIAP103107,FRVIAE10001169662,22.0
FRVIAP122017,FRVIAE12346030031,300.0
FRESEPS42207AD,FRESEE42207AD13,25.0
FRVIAP103107,FRVIAE10001169712,22.0
