index,region,dept,com
5765,44,55,55378
5766,28,76,76522
5767,44,10,10169
5768,28,50,50066
5769,53,29,29135
5770,75,23,23026
5771,44,10,10288
5772,32,02,02632
5773,76,30,30298
5774,76,34,34068
5775,27,39,39013
5776,93,06,06137
5777,28,14,14162
5778,,,50348
5779,44,51,51194
5780,84,74,74161
5781,75,79,79335
5782,27,25,25495
5783,27,25,25230
5784,84,01,01129
5785,11,77,77449
5786,32,80,80400
5787,76,32,32439
5788,75,86,86137
5789,,,61235
5790,32,02,02737
5791,27,89,89471
5792,84,38,38035
5793,75,79,79331
5794,32,80,80053
5795,84,03,03267
5796,76,11,11099
5797,,,60080
5798,75,86,86099
5799,44,51,51521
5800,24,37,37022
5801,76,30,30189
5802,76,32,32364
5803,84,03,03020
5804,53,29,29269
5805,28,14,14280
5806,27,70,70513
5807,24,41,41287
5808,75,23,23156
5809,44,88,88056
5810,75,64,64232
5811,24,45,45022
5812,84,03,03284
5813,84,03,03164
5814,28,76,76211
5815,84,26,26013
5816,84,42,42038
5817,28,14,14289
5818,53,22,22188
5819,76,66,66081
5820,02,972,97228
5821,76,30,30185
5822,44,57,57167
5823,44,57,57303
5824,53,22,22264
5825,32,02,02269
5826,53,22,22198
5827,24,28,28035
5828,32,59,59048
5829,24,36,36067
5830,76,11,11047
5831,27,25,25578
5832,,,68233
5833,84,74,74185
5834,27,71,71096
5835,84,01,01073
5836,75,86,86262
5837,93,05,05055
5838,32,62,62766
5839,27,39,39423
5840,32,80,80141
5841,32,02,02125
5842,84,69,69218
5843,52,49,49344
5844,75,79,79142
5845,24,37,37089
5846,,,41167
5847,,,50501
5848,75,33,33449
5849,44,67,67388
5850,75,87,87200
5851,44,52,52258
5852,32,59,59232
5853,44,88,88213
5854,93,04,04032
5855,76,46,46217
5856,,,76215
5857,84,42,42285
5858,32,59,59018
5859,93,84,84022
5860,84,07,07041
5861,28,50,50327
5862,75,33,33294
5863,27,39,39193
5864,76,31,31417
5865,76,30,30248
5866,27,25,25400
5867,28,76,76400
5868,94,2B,2B183
5869,11,91,91186
5870,53,22,22218
5871,28,27,27455
5872,75,64,64403
5873,94,2B,2B361
5874,32,80,80013
5875,53,35,35311
5876,76,82,82103
5877,44,08,08070
5878,24,45,45075
5879,32,60,60220
5880,53,56,56109
5881,27,70,70256
5882,11,77,77154
5883,75,86,86126
5884,44,10,10409
5885,27,71,71479
5886,76,66,66172
5887,76,31,31097
5888,44,68,68187
5889,44,88,88522
5890,53,22,22150
5891,,,12224
5892,76,12,12053
5893,32,62,62540
5894,52,85,85098
5895,24,37,37006
5896,27,89,89284
5897,84,26,26157
5898,32,59,59027
5899,75,33,33500
5900,76,11,11320
5901,75,19,19084
5902,94,2B,2B283
5903,84,03,03091
5904,32,60,60569
5905,,,22066
5906,76,31,31222
5907,76,46,46021
5908,53,35,35034
5909,44,52,52099
5910,84,69,69138
5911,44,51,51196
5912,11,91,91495
5913,,,50501
5914,84,63,63341
5915,44,10,10357
5916,44,57,57756
5917,27,25,25416
5918,28,76,76071
5919,75,87,87090
5920,27,25,25094
5921,27,21,21179
5922,76,66,66090
5923,44,57,57204
5924,,,08261
5925,,,88465
5926,76,34,34268
5927,75,16,16020
5928,76,65,65220
5929,32,59,59134
5930,32,62,62774
5931,27,71,71282
5932,32,80,80331
5933,84,38,38115
5934,76,81,81265
5935,44,52,52503
5936,,,24554
5937,93,05,05001
5938,28,76,76738
5939,28,27,27427
5940,27,25,25147
5941,27,89,89335
5942,76,82,82055
5943,24,18,18143
5944,53,56,56131
5945,76,34,34205
5946,84,26,26368
5947,44,67,67502
5948,53,29,29028
5949,75,79,79001
5950,76,46,46231
5951,84,38,38116
5952,28,50,50554
5953,24,45,45060
5954,24,28,28302
5955,27,25,25185
5956,27,71,71301
5957,32,80,80217
5958,75,24,24345
5959,76,31,31343
5960,28,76,76657
5961,27,21,21287
5962,32,60,60022
5963,84,43,43017
5964,44,52,52185
5965,32,59,59128
5966,76,81,81075
5967,04,974,97406
5968,28,27,27591
5969,84,74,74223
5970,93,83,83092
5971,11,77,77318
5972,44,51,51535
5973,84,63,63176
5974,76,65,65364
5975,84,07,07308
5976,44,57,57041
5977,75,40,40330
5978,75,33,33359
5979,76,65,65429
5980,28,50,50112
5981,53,29,29005
5982,76,81,81206
5983,,,50257
5984,76,46,46315
5985,52,85,85285
5986,,,14415
5987,84,07,07072
5988,44,88,88101
5989,24,41,41106
5990,75,47,47293
5991,28,76,76535
5992,84,03,03124
5993,44,51,51134
5994,32,80,80562
5995,27,39,39151
5996,44,51,51563
5997,,,25337
5998,11,91,91332
5999,75,16,16016
6000,,,14349
6001,32,62,62250
6002,32,02,02802
6003,,,03318
6004,93,06,06015
6005,84,74,74105
6006,52,49,49193
6007,32,02,02138
6008,,,14065
6009,44,88,88208
6010,27,21,21577
6011,84,38,38539
6012,94,2A,2A115
6013,24,18,18043
6014,94,2B,2B036
6015,52,49,49253
6016,32,80,80776
6017,44,08,08336
6018,28,76,76347
6019,75,40,40270
6020,76,31,31291
6021,93,84,84069
6022,27,39,39170
6023,76,31,31460
6024,24,41,41217
6025,27,89,89470
6026,32,02,02754
6027,94,2B,2B256
6028,44,52,52273
6029,24,41,41055
6030,32,62,62498
6031,53,35,35016
6032,11,78,78558
6033,,,16051
6034,27,70,70067
6035,84,73,73063
6036,44,10,10066
6037,32,80,80511
6038,44,57,57206
6039,75,16,16404
6040,,,70123
6041,84,63,63377
6042,53,29,29156
6043,76,31,31167
6044,11,77,77337
6045,32,60,60150
6046,44,51,51562
6047,24,41,41070
6048,76,46,46220
6049,76,11,11263
6050,32,59,59348
6051,75,47,47185
6052,27,70,70273
6053,,,49189
6054,27,39,39364
6055,75,64,64254
6056,84,43,43129
6057,76,65,65042
6058,93,06,06028
6059,44,55,55436
6060,76,09,09249
6061,75,40,40334
6062,44,68,68355
6063,76,66,66132
6064,76,30,30173
6065,84,07,07211
6066,24,18,18142
6067,,,28228
6068,75,24,24492
6069,27,70,70289
6070,44,68,68130
6071,44,08,08188
6072,32,59,59534
6073,44,51,51060
6074,75,87,87111
6075,75,24,24384
6076,75,40,40074
6077,53,22,22149
6078,75,23,23061
6079,75,23,23027
6080,32,60,60556
6081,76,30,30173
6082,11,91,91390
6083,32,02,02571
6084,32,60,60206
6085,32,60,60085
6086,28,14,14715
6087,84,63,63281
6088,24,41,41251
6089,53,22,22371
6090,84,01,01279
6091,84,63,63013
6092,84,07,07090
6093,27,25,25268
6094,94,2B,2B188
6095,27,70,70047
6096,24,37,37114
6097,44,10,10215
6098,84,43,43056
6099,44,57,57641
6100,75,40,40327
6101,75,19,19073
6102,11,78,78442
6103,75,16,16112
6104,76,12,12048
6105,32,59,59620
6106,84,38,38221
6107,44,57,57150
6108,52,72,72016
6109,28,14,14667
6110,76,09,09269
6111,52,85,85082
6112,44,52,52394
6113,75,33,33372
6114,75,16,16089
6115,32,80,80191
6116,76,65,65255
6117,24,36,36223
6118,53,56,56166
6119,27,89,89177
6120,11,93,93008
6121,27,21,21489
6122,24,18,18098
6123,76,32,32139
6124,11,77,77259
6125,84,63,63469
6126,27,70,70190
6127,52,53,53088
6128,27,21,21488
6129,52,49,49247
6130,76,32,32245
6131,44,55,55577
6132,75,47,47320
6133,44,54,54548
6134,44,54,54486
6135,11,91,91599
6136,,,71180
6137,76,12,12260
6138,32,80,80494
6139,84,73,73326
6140,27,90,90094
6141,53,56,56145
6142,84,42,42129
6143,76,31,31049
6144,24,41,41072
6145,28,61,61101
6146,84,03,03315
6147,,,79219
6148,24,28,28088
6149,84,26,26198
6150,44,88,88233
6151,28,27,27438
6152,76,11,11021
6153,28,61,61242
6154,44,08,08470
6155,75,17,17305
6156,76,81,81018
6157,44,67,67138
6158,,,53215
6159,28,76,76086
6160,76,11,11291
6161,84,43,43192
6162,75,24,24518
6163,32,59,59220
6164,76,30,30269
6165,53,35,35050
6166,28,76,76361
6167,44,88,88355
6168,84,43,43066
6169,44,51,51418
6170,76,12,12243
6171,75,64,64244
6172,76,31,31583
6173,44,54,54511
6174,27,89,89004
6175,76,65,65114
6176,44,55,55158
6177,84,07,07235
6178,27,25,25071
6179,27,70,70302
6180,84,63,63146
6181,27,89,89416
6182,76,11,11018
6183,24,28,28193
6184,94,2A,2A197
6185,44,57,57504
6186,53,29,29182
6187,,,55052
6188,75,16,16425
6189,44,10,10112
6190,76,30,30146
6191,84,74,74045
6192,28,14,14535
6193,44,57,57459
6194,75,17,17424
6195,32,80,80292
6196,52,53,53066
6197,44,51,51473
6198,24,45,45097
6199,75,87,87013
6200,28,76,76596
6201,75,19,19008
6202,24,18,18182
6203,,,49119
6204,76,32,32379
6205,53,22,22106
6206,84,74,74010
6207,27,39,39364
6208,76,30,30165
6209,44,55,55243
6210,44,67,67218
6211,75,64,64213
6212,,,50497
6213,53,29,29071
6214,93,06,06034
6215,75,64,64530
6216,28,50,50216
6217,,,12021
6218,44,10,10167
6219,53,35,35214
6220,27,71,71187
6221,53,22,22028
6222,27,21,21141
6223,32,60,60602
6224,32,60,60255
6225,28,14,14077
6226,76,30,30185
6227,32,60,60398
6228,27,21,21324
6229,76,65,65079
6230,24,37,37040
6231,11,77,77411
6232,28,61,61137
6233,28,14,14348
6234,75,23,23259
6235,76,65,65415
6236,44,68,68095
6237,01,971,97116
6238,44,88,88436
6239,53,29,29013
6240,76,34,34334
6241,75,17,17308
6242,44,51,51213
6243,75,33,33411
6244,44,08,08334
6245,75,64,64210
6246,76,11,11080
6247,52,49,49241
6248,44,55,55237
6249,75,47,47134
6250,75,86,86173
6251,24,18,18135
6252,75,16,16013
6253,27,70,70199
6254,44,51,51336
6255,44,51,51580
6256,76,30,30249
6257,44,08,08281
6258,44,08,08161
6259,44,10,10430
6260,24,45,45052
6261,44,51,51196
6262,24,36,36102
6263,44,55,55257
6264,44,54,54016
6265,24,36,36246
6266,94,2A,2A322
6267,28,27,27220
6268,32,60,60529
6269,44,10,10303
6270,27,25,25042
6271,32,62,62174
6272,76,48,48087
6273,27,39,39543
6274,11,95,95555
6275,84,42,42197
6276,24,41,41242
6277,44,08,08408
6278,76,34,34261
6279,76,81,81131
6280,52,85,85161
6281,27,21,21383
6282,44,54,54281
6283,84,38,38127
6284,04,974,97415
6285,53,35,35151
6286,84,26,26196
6287,32,80,80493
6288,44,52,52385
6289,44,08,08132
6290,32,60,60014
6291,53,35,35289
6292,11,78,78327
6293,27,89,89139
6294,75,86,86300
6295,52,72,72171
6296,11,78,78590
6297,44,51,51289
6298,28,50,50137
6299,84,26,26315
6300,27,39,39424
6301,44,08,08013
6302,84,42,42313
6303,32,80,80110
6304,84,73,73175
6305,75,17,17058
6306,11,77,77142
6307,32,02,02765
6308,28,76,76732
6309,75,86,86201
6310,84,03,03310
6311,11,78,78297
6312,75,64,64236
6313,75,23,23245
6314,27,70,70147
6315,76,09,09279
6316,75,33,33377
6317,27,39,39230
6318,76,65,65419
6319,32,59,59101
6320,24,41,41090
6321,75,16,16301
6322,44,88,88097
6323,93,13,13034
6324,52,44,44028
6325,44,57,57524
6326,75,64,64400
6327,44,52,52413
6328,75,64,64329
6329,84,38,38153
6330,84,01,01454
6331,53,22,22079
6332,11,77,77404
6333,24,41,41034
6334,24,37,37263
6335,53,35,35080
6336,44,51,51516
6337,44,55,55180
6338,84,01,01026
6339,44,57,57549
6340,32,60,60442
6341,75,24,24379
6342,76,32,32374
6343,,,49025
6344,27,21,21533
6345,75,64,64431
6346,27,71,71431
6347,75,64,64332
6348,24,36,36181
6349,28,61,61123
6350,75,24,24095
6351,28,27,27372
6352,76,65,65032
6353,28,61,61266
6354,,,51612
6355,84,42,42255
6356,44,68,68102
6357,75,24,24512
6358,28,61,61398
6359,28,14,14016
6360,76,31,31140
6361,84,69,69086
6362,84,42,42337
6363,84,07,07290
6364,44,51,51590
6365,44,54,54122
6366,44,08,08077
6367,24,18,18237
6368,84,01,01392
6369,44,57,57073
6370,53,22,22186
6371,27,21,21489
6372,84,43,43221
6373,76,31,31375
6374,28,27,27516
6375,84,03,03087
6376,76,34,34159
6377,94,2A,2A146
6378,,,14441
6379,93,06,06125
6380,28,61,61267
6381,44,51,51301
6382,44,08,08131
6383,32,59,59097
6384,76,66,66157
6385,,,56183
6386,76,34,34228
6387,28,27,27199
6388,28,14,14720
6389,75,86,86005
6390,27,70,70402
6391,27,70,70230
6392,32,60,60665
6393,75,40,40294
6394,28,76,76411
6395,76,32,32154
6396,75,16,16352
6397,,,50043
6398,84,63,63404
6399,76,09,09053
6400,75,33,33104
6401,28,76,76508
6402,,,56102
6403,52,53,53089
6404,,,01091
6405,27,71,71035
6406,27,39,39538
6407,44,68,68094
6408,52,85,85268
6409,27,25,25596
6410,27,25,25156
6411,84,43,43042
6412,32,60,60564
6413,32,59,59476
6414,27,39,39350
6415,28,27,27337
6416,11,77,77401
6417,76,11,11431
6418,44,08,08249
6419,53,35,35211
6420,27,39,39425
6421,76,82,82104
6422,32,62,62571
6423,93,06,06138
6424,44,57,57316
6425,75,87,87141
6426,,,50591
6427,27,39,39453
6428,84,63,63462
6429,76,81,81032
6430,28,27,27071
6431,44,68,68135
6432,44,51,51410
6433,44,08,08098
6434,32,60,60640
6435,24,28,28127
6436,53,35,35146
6437,84,42,42231
6438,76,34,34054
6439,93,06,06118
6440,53,35,35287
6441,27,21,21404
6442,75,47,47050
6443,76,11,11264
6444,28,50,50259
6445,03,973,97304
6446,32,02,02248
6447,52,85,85109
6448,76,65,65062
6449,32,80,80272
6450,28,76,76428
6451,44,88,88331
6452,44,52,52489
6453,27,39,39480
6454,44,55,55005
6455,52,44,44069
6456,75,47,47279
6457,28,76,76365
6458,,,49204
6459,53,22,22378
6460,84,69,69070
6461,28,50,50098
6462,53,56,56230
6463,32,59,59596
6464,32,59,59101
6465,32,02,02659
6466,32,62,62694
6467,44,68,68082
6468,75,19,19278
6469,53,22,22304
6470,84,26,26036
6471,44,51,51641
6472,76,31,31039
6473,84,26,26263
6474,27,71,71267
6475,76,31,31165
6476,53,35,35309
6477,76,31,31239
6478,32,59,59032
6479,84,69,69209
6480,84,07,07134
6481,44,51,51532
6482,27,58,58024
6483,84,38,38064
6484,75,86,86175
6485,76,30,30051
6486,93,84,84004
6487,27,25,25309
6488,75,86,86068
6489,93,06,06119
6490,75,33,33542
6491,76,12,12147
6492,24,18,18024
6493,27,70,70513
6494,24,28,28055
6495,75,47,47324
6496,76,81,81029
6497,11,95,95428
6498,28,76,76178
6499,24,45,45032
6500,84,01,01336
6501,75,79,79343
6502,75,17,17219
6503,24,37,37096
6504,84,43,43260
6505,27,89,89355
6506,75,40,40160
6507,53,35,35304
6508,28,61,61453
6509,84,63,63382
6510,75,24,24120
6511,32,62,62117
6512,52,85,85129
6513,32,59,59092
6514,,,76041
6515,44,08,08340
6516,44,54,54098
6517,11,78,78192
6518,84,01,01004
6519,75,17,17402
6520,,,22298
6521,75,47,47246
6522,76,82,82050
6523,24,37,37126
6524,32,60,60516
6525,44,55,55148
6526,,,89070
6527,94,2B,2B055
6528,27,58,58048
6529,76,11,11219
6530,28,14,14514
6531,28,76,76083
6532,27,21,21106
6533,53,22,22365
6534,75,40,40033
6535,28,61,61341
6536,93,83,83058
6537,44,54,54075
6538,32,62,62781
6539,28,76,76445
6540,44,55,55427
6541,75,24,24009
6542,93,13,13107
6543,84,15,15133
6544,53,29,29209
6545,11,93,93007
6546,52,72,72322
6547,76,66,66068
6548,75,19,19276
6549,44,57,57338
6550,02,972,97230
6551,24,28,28199
6552,44,68,68150
6553,84,38,38349
6554,84,43,43074
6555,76,81,81191
6556,32,80,80130
6557,44,88,88497
6558,84,73,73146
6559,28,50,50359
6560,24,45,45280
6561,76,34,34178
6562,76,81,81239
6563,76,65,65481
6564,44,88,88425
6565,93,06,06056
6566,75,17,17194
6567,32,02,02084
6568,76,09,09220
6569,44,08,08086
6570,44,68,68273
6571,93,04,04134
6572,75,33,33454
6573,44,55,55069
6574,75,64,64540
6575,32,02,02553
6576,84,26,26370
6577,,,26297
6578,84,07,07088
6579,93,13,13201
6580,93,06,06102
6581,84,01,01272
6582,,,24363
6583,28,50,50433
6584,75,64,64177
6585,44,52,52151
6586,24,28,28380
6587,24,36,36049
6588,76,65,65018
6589,27,25,25101
6590,28,76,76250
6591,44,57,57251
6592,11,77,77514
6593,44,51,51519
6594,44,51,51202
6595,44,10,10442
6596,27,39,39076
6597,44,52,52321
6598,,,77351
6599,28,61,61183
6600,28,61,61187
6601,28,61,61342
6602,24,45,45333
6603,28,76,76494
6604,75,23,23018
6605,32,80,80122
6606,44,57,57406
6607,44,10,10081
6608,32,60,60211
6609,27,39,39538
6610,75,33,33490
6611,84,73,73315
6612,84,15,15015
6613,76,81,81206
6614,44,67,67545
6615,11,94,94001
6616,53,35,35006
6617,76,65,65459
6618,44,54,54360
6619,27,25,25343
6620,,,89070
6621,44,55,55498
6622,76,11,11090
6623,84,38,38402
6624,76,30,30206
6625,44,57,57141
6626,11,77,77012
6627,52,53,53158
6628,28,27,27073
6629,52,44,44115
6630,84,74,74191
6631,24,45,45343
6632,76,65,65371
6633,11,77,77489
6634,28,50,50332
6635,84,26,26304
6636,76,11,11415
6637,44,52,52476
6638,84,42,42030
6639,44,57,57074
6640,44,57,57490
6641,84,38,38391
6642,84,63,63471
6643,75,87,87090
6644,,,49147
6645,27,25,25377
6646,32,62,62598
6647,84,63,63040
6648,84,74,74260
6649,93,84,84010
6650,44,51,51111
6651,52,49,49218
6652,11,78,78246
6653,28,61,61498
6654,27,70,70152
6655,24,45,45209
6656,84,69,69121
6657,27,39,39232
6658,27,21,21492
6659,44,51,51299
6660,44,08,08259
6661,44,10,10061
6662,53,56,56003
6663,27,70,70279
6664,84,42,42252
6665,32,59,59638
6666,,,88420
6667,76,48,48083
6668,84,63,63347
6669,84,42,42294
6670,76,34,34167
6671,75,79,79089
6672,44,08,08438
6673,44,57,57258
6674,52,85,85117
6675,27,25,25416
6676,84,38,38467
6677,27,58,58231
6678,,,17456
6679,,,61110
6680,27,70,70514
6681,28,27,27192
6682,28,14,14223
6683,27,21,21429
6684,,,79324
6685,44,51,51365
6686,76,11,11109
6687,84,26,26282
6688,84,74,74081
6689,44,57,57050
6690,24,41,41128
6691,93,83,83114
6692,76,09,09142
6693,,,50127
6694,28,14,14491
6695,84,43,43141
6696,84,07,07283
6697,28,27,27174
6698,75,19,19160
6699,84,42,42181
6700,24,45,45306
6701,32,62,62493
6702,52,44,44096
6703,24,18,18065
6704,94,2A,2A119
6705,28,14,14431
6706,84,69,69299
6707,27,58,58212
6708,44,67,67429
6709,76,11,11314
6710,44,54,54165
6711,27,71,71079
6712,24,18,18175
6713,75,47,47182
6714,84,38,38395
6715,75,19,19255
6716,76,65,65308
6717,32,80,80579
6718,44,67,67556
6719,27,71,71171
6720,75,17,17327
6721,27,21,21700
6722,32,62,62899
6723,28,50,50433
6724,76,09,09234
6725,84,26,26039
6726,84,43,43099
6727,84,38,38490
6728,52,53,53220
6729,32,80,80799
6730,44,52,52059
6731,84,15,15064
6732,52,85,85042
6733,27,21,21246
6734,75,40,40248
6735,44,10,10139
6736,11,91,91540
6737,11,77,77052
6738,28,76,76743
6739,24,18,18034
6740,27,90,90068
6741,76,31,31323
6742,76,65,65078
6743,53,56,56029
6744,53,22,22331
6745,27,71,71187
6746,44,88,88370
6747,32,80,80071
6748,,,52111
6749,32,62,62471
6750,76,12,12012
6751,76,09,09148
6752,44,67,67335
6753,84,69,69166
6754,75,33,33207
6755,84,07,07018
6756,44,88,88174
6757,44,88,88474
6758,,,14112
6759,76,11,11236
6760,44,55,55361
6761,75,33,33242
6762,28,76,76629
6763,24,37,37213
6764,75,17,17434
6765,32,02,02735
6766,28,27,27049
6767,76,48,48083
6768,27,58,58130
6769,27,70,70581
6770,75,16,16169
6771,24,37,37185
6772,27,25,25216
6773,94,2B,2B239
6774,76,46,46064
6775,24,37,37123
6776,32,02,02734
6777,24,36,36136
6778,84,03,03300
6779,84,38,38189
6780,11,78,78368
6781,28,14,14509
6782,75,19,19237
6783,53,35,35362
6784,44,51,51592
6785,32,60,60324
6786,24,41,41116
6787,27,21,21615
6788,44,57,57442
6789,,,76701
6790,76,12,12289
6791,24,37,37080
6792,44,54,54037
6793,27,71,71529
6794,75,64,64417
6795,27,25,25278
6796,24,36,36078
6797,44,57,57255
6798,52,44,44069
6799,,,52417
6800,32,80,80681
6801,44,52,52273
6802,76,81,81169
6803,44,54,54480
6804,11,78,78437
6805,,,74187
6806,75,23,23228
6807,76,11,11314
6808,44,10,10278
6809,28,27,27472
6810,75,24,24580
6811,44,10,10128
6812,93,83,83095
6813,27,58,58002
6814,28,76,76353
6815,76,09,09038
6816,32,60,60030
6817,28,50,50207
6818,28,76,76018
6819,84,15,15050
6820,75,24,24242
6821,76,30,30314
6822,53,35,35046
6823,,,35303
6824,44,57,57377
6825,53,22,22333
6826,84,63,63290
6827,44,54,54579
6828,44,52,52253
6829,84,43,43061
6830,84,42,42232
6831,32,59,59441
6832,44,67,67397
6833,28,61,61446
6834,84,74,74180
6835,28,14,14349
6836,52,49,49086
6837,52,53,53118
6838,76,65,65129
6839,27,71,71247
6840,75,79,79157
6841,44,51,51149
6842,,,55006
6843,76,46,46212
6844,,,61250
6845,84,07,07109
6846,32,02,02041
6847,84,01,01162
6848,76,81,81191
6849,76,09,09303
6850,75,33,33179
6851,84,73,73140
6852,44,55,55157
6853,76,32,32269
6854,28,76,76510
6855,75,47,47246
6856,53,22,22278
6857,28,27,27192
6858,,,11329
6859,,,46014
6860,27,70,70459
6861,44,51,51321
6862,84,74,74079
6863,27,71,71038
6864,,,01185
6865,,,39195
6866,75,17,17393
6867,27,71,71308
6868,28,76,76432
6869,44,51,51299
6870,32,60,60221
6871,32,62,62076
6872,28,76,76271
6873,76,12,12198
6874,27,89,89128
6875,84,43,43031
6876,32,59,59574
6877,44,08,08192
6878,27,21,21004
6879,75,40,40056
6880,76,30,30059
6881,28,50,50167
6882,44,67,67183
6883,52,53,53256
6884,44,67,67446
6885,76,32,32219
6886,,,39012
6887,93,04,04115
6888,52,44,44009
6889,84,73,73036
6890,,,79013
6891,11,77,77169
6892,84,38,38280
6893,44,10,10199
6894,76,46,46235
6895,44,88,88446
6896,,,57285
6897,44,51,51360
6898,11,78,78124
6899,11,94,94055
6900,44,88,88132
6901,53,35,35042
6902,,,25581
6903,93,05,05176
6904,27,25,25180
6905,76,32,32261
6906,84,74,74233
6907,27,89,89136
6908,28,27,27183
6909,84,74,74166
6910,76,82,82052
6911,44,54,54227
6912,28,14,14258
6913,27,25,25079
6914,,,35301
6915,75,47,47250
6916,76,09,09035
6917,76,32,32133
6918,75,86,86171
6919,27,89,89270
6920,24,36,36062
6921,32,60,60281
6922,32,02,02805
6923,76,81,81176
6924,32,02,02649
6925,11,78,78401
6926,24,28,28007
6927,76,31,31175
6928,44,10,10041
6929,75,64,64089
6930,24,37,37255
6931,,,49268
6932,84,38,38200
6933,75,16,16088
6934,84,03,03134
6935,24,28,28197
6936,32,62,62232
6937,28,27,27502
6938,52,72,72345
6939,44,67,67217
6940,27,25,25326
6941,27,39,39437
6942,,,27166
6943,27,39,39513
6944,24,36,36138
6945,84,73,73280
6946,52,85,85018
6947,27,71,71541
6948,28,61,61048
6949,76,11,11288
6950,32,02,02215
6951,84,15,15101
6952,11,77,77339
6953,76,65,65228
6954,76,32,32185
6955,84,01,01448
6956,32,80,80470
6957,75,86,86187
6958,84,69,69044
6959,27,39,39164
6960,75,17,17066
6961,52,72,72372
6962,75,16,16037
6963,84,01,01243
6964,24,18,18275
6965,27,58,58195
6966,27,70,70197
6967,,,17189
6968,84,74,74004
6969,27,39,39349
6970,44,10,10178
6971,93,83,83018
6972,32,60,60458
6973,52,85,85154
6974,84,63,63015
6975,84,63,63186
6976,53,35,35066
6977,76,32,32166
6978,44,57,57465
6979,32,60,60326
6980,11,78,78227
6981,75,17,17231
6982,,,61306
6983,84,42,42042
6984,44,08,08196
6985,84,38,38516
6986,44,54,54592
6987,75,79,79313
6988,76,34,34016
6989,27,21,21594
6990,53,35,35199
6991,75,47,47300
6992,84,42,42109
6993,75,64,64364
6994,28,27,27360
6995,94,2B,2B248
6996,75,86,86200
6997,76,66,66150
6998,76,65,65199
6999,76,65,65138
7000,75,33,33396
7001,44,57,57548
7002,24,36,36197
7003,76,32,32079
7004,27,89,89302
7005,75,24,24549
7006,84,26,26022
7007,32,62,62660
7008,27,21,21014
7009,84,38,38415
7010,24,37,37189
7011,52,53,53123
7012,75,47,47301
7013,75,16,16160
7014,,,49003
7015,75,47,47200
7016,44,57,57360
7017,84,69,69173
7018,44,57,57158
7019,76,82,82065
7020,24,41,41149
7021,44,51,51276
7022,,,67297
7023,28,76,76035
7024,27,25,25488
7025,76,81,81118
7026,75,86,86119
7027,28,76,76492
7028,32,80,80540
7029,,,85230
7030,84,38,38035
7031,24,18,18018
7032,52,53,53078
7033,28,27,27075
7034,03,973,97352
7035,24,18,18256
7036,76,82,82045
7037,76,11,11019
7038,53,56,56098
7039,28,76,76358
7040,27,71,71551
7041,75,79,79284
7042,53,22,22216
7043,76,30,30012
7044,32,60,60126
7045,44,10,10040
7046,76,82,82035
7047,53,29,29015
7048,32,62,62657
7049,84,74,74295
7050,27,25,25009
7051,32,62,62353
7052,27,39,39362
7053,11,95,95256
7054,75,86,86246
7055,75,86,86112
7056,44,67,67011
7057,76,46,46314
7058,24,18,18132
7059,11,94,94067
7060,,,56037
7061,27,25,25570
7062,52,53,53104
7063,32,62,62760
7064,76,09,09160
7065,,,24093
7066,27,25,25094
7067,27,21,21270
7068,32,60,60529
7069,44,55,55346
7070,76,11,11408
7071,76,46,46284
7072,32,60,60326
7073,32,02,02049
7074,32,60,60535
7075,84,42,42087
7076,76,31,31393
7077,28,76,76332
7078,44,52,52097
7079,75,24,24106
7080,44,54,54390
7081,32,60,60624
7082,44,67,67163
7083,53,35,35346
7084,84,26,26149
7085,27,70,70304
7086,24,37,37175
7087,44,88,88380
7088,84,38,38212
7089,44,54,54540
7090,52,53,53104
7091,76,65,65203
7092,76,65,65396
7093,24,45,45195
7094,27,89,89479
7095,93,06,06131
7096,,,24233
7097,28,14,14744
7098,27,58,58253
7099,32,80,80680
7100,76,66,66133
7101,44,08,08262
7102,11,77,77051
7103,44,67,67108
7104,32,59,59502
7105,75,16,16037
7106,27,90,90075
7107,75,23,23051
7108,44,68,68363
7109,84,69,69067
7110,84,01,01123
7111,76,65,65336
7112,52,72,72176
7113,75,16,16403
7114,76,32,32363
7115,76,65,65024
7116,27,71,71217
7117,27,25,25129
7118,11,95,95323
7119,32,59,59107
7120,44,54,54425
7121,27,70,70435
7122,53,22,22092
7123,44,57,57368
7124,28,76,76576
7125,28,76,76190
7126,,,55392
7127,27,25,25541
7128,75,79,79271
7129,84,38,38507
7130,44,08,08494
7131,75,64,64137
7132,11,91,91667
7133,28,76,76281
7134,76,34,34054
7135,76,11,11186
7136,,,02733
7137,53,56,56030
7138,32,02,02722
7139,32,80,80343
7140,,,14544
7141,,,14696
7142,75,47,47150
7143,44,55,55389
7144,75,17,17131
7145,75,64,64464
7146,53,56,56207
7147,84,74,74310
7148,28,50,50539
7149,28,14,14291
7150,,,80257
7151,27,21,21177
7152,,,14429
7153,,,49032
7154,32,02,02579
7155,84,63,63340
7156,32,62,62824
7157,94,2A,2A098
7158,32,02,02817
7159,44,54,54364
7160,32,60,60672
7161,44,68,68349
7162,94,2B,2B147
7163,44,57,57188
7164,52,85,85278
7165,28,50,50569
7166,28,76,76160
7167,44,88,88268
7168,76,11,11056
7169,75,87,87057
7170,27,70,70199
7171,93,84,84135
7172,75,17,17264
7173,75,17,17214
7174,27,70,70550
7175,27,71,71009
7176,,,24233
7177,44,88,88529
