created_at,updated_at,id,adresse_station,code_insee_commune,coordonneesxy
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",5e0eee30-9651-45ae-ad34-b7fdff010547,"  Rue du Souvenir, Golbey  88190  France",,"[6.441108,48.198048]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",7df254b6-b40f-4b9f-a9ec-28059bb06e68,Parking Avenue de la Plage 44500 La Baule,,"[-2.41498069,47.27943453]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",22f963a5-0bfd-40b0-a30e-ef89d7bd600d,"  Rue de Barbenière, Val-de-Virieu  38730  France",,"[5.476562,45.485728]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",64b5da1a-4ad5-4256-839a-d15b5da0aea0,3 Allée Alfred Vivien 83150 Bandol ,,"[5.753034,43.134693]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a3be30f9-7693-4a3d-a883-9a17314d0f5b,Parking Veragne 05300 Laragne-Monteglin,,"[5.826448,44.313627]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",00658bad-5ab8-49d1-959f-8cc8875a79b0,Rue du Champ de Tir 17100 Saintes,,"[-0.676906,45.746568]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",28630e56-e33e-4c48-91e2-730698d296a3,Le Polyèdre - Rue du Champs de la Taillee 74600 Annecy Seynod,,"[6.10162,45.888]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",9c894563-32f9-47e0-9dde-9bf5b3cb6e4e,"Zone commerciale Avignon Nord, avenue François Mauriac 84700 Sorgues",,"[4.8863,43.984501]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",eb0453fc-a75a-4319-94c7-cf0107538cbe,"  Rue Chantermerle, Nyons  26110  France",,"[5.132666,44.362184]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",4a8ea721-b867-4e29-9eb1-f228bc859ba2,Route De Varage 83560 La Verdiere ,,"[5.935913,43.636472]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",8f916039-3445-476b-9e5a-e67d656c3da5,1 allée des demoiselles 33700 Gradignan,,"[-0.602809,44.790293]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",54afdcca-27be-4d7d-9cff-1350f1ca7dd4,9 Avenue De La Bergerie 83400 Hyères,,"[6.148806,43.047876]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",6ed7f53f-50dd-43f8-83c3-8a25af7243c6,Rue du Môle 74930 Reignier-Esery,,"[6.2688,46.13461]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",7e665d40-8fc2-4fe7-a6a7-0f89970597be,"  Rue des Enfants, Agnin  38150  France",,"[4.85669,45.3394]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",ce10fe32-ee5c-478e-a14d-258592550308,Boulevard Jean Baptiste Clément 42300 Roanne,,"[4.082342,46.042776]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",653ad14b-7c2d-4ec3-85dd-304c0e0898c2,"  Chemin du Crozet, Saint-Haon-le-Châtel  42370  France",,"[3.914721,46.067521]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",b12f4eb9-a7bb-4777-a715-823bbca65418,Coopérative du Nyonsais 26220 Nyons,,"[5.13266647,44.36218458]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",ac9f637b-f4c9-4845-abd7-e7c6c42ec706,13 Place des Pêcheurs - les salins d'hyères 83400 Hyères,,"[6.201184,43.116488]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",6899d59d-001e-48a4-932f-03f41d4453f1,Allée Jules Muraire Dit Raimu 83000 Toulon,,"[5.947146,43.129667]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",062def9f-deab-403e-a1d6-9f0faa272bcc,Pkg. du Stade rte de Draguignan 83131 Montferrat,,"[6.482466,43.610596]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",135c168e-5980-424b-ad0a-7dcf89acf454,"57  Avenue des Alpes, Gréoux-les-Bains  04800  France",,"[5.88646,43.7569]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",b3cfed6d-ed89-4dcb-b2bc-052e227791af,Avenue de la santé 38416 Saint-Marcellin,,"[5.31861937,45.15396959]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",925dbd3f-931a-47a2-8dfd-b1ec374ca43c,"  Rue Edward Whymper, L'Argentière-la-Bessée  05120  France",,"[6.55886,44.7927]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",349a16e7-dfb8-434b-96a4-61025863ad05,"  Rue Jean Moulin, Rocbaron  83136  France",,"[6.090382,43.303283]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",cd37ff43-5978-482d-9a7f-2b2ae0cbb4ca,"3  Place Saint-Paul, Vienne  38200  France",,"[4.8739,45.52472]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",d45f5ed0-8351-431a-bd78-57c0572a043d,Avenue De Bourgogne 25000 Besançon,,"[5.973981,47.222652]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",10662071-7a36-4d0c-9f70-405da3652166,Complexe aquatique Diabolo 26300 Bourg-De-Peage,,"[5.03997,45.0169]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a9e6d689-e5a0-4f3a-8f0f-956f93c58d54,Quai Riondet 38200 Vienne,,"[4.86831,45.52124]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",3fd52617-3083-467b-ad7a-6a625623bec6,"19  Chemin des Vareilles, Besançon  25000  France",,"[6.046225,47.242721]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",e8b42241-2031-47aa-895d-893696af56b8,16 avenue Clément Ader 13800 Istres,,"[4.961329,43.522289]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",8cd30223-303e-41d6-8614-23ea64440cd3,"81  Avenue Cernuschi, Menton  06500  France",,"[7.48751,43.77632]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",2b925cd4-76d5-4bdd-9d5a-6a7bccb02688,"28  Rue Ettore Bugatti, Montpellier  34070  France",,"[3.866819,43.579673]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",665242c5-e675-47c4-ad36-60e6b86bd146,"  Faubourg de Moulins, Ainay-le-Château  03360  France",,"[2.69498,46.7056]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",691f6c78-5da6-4002-a3a9-61a642cf7d93,"  D707, Toulon-sur-Allier  03400  France",,"[3.36124,46.5062]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",61d6d7ea-f242-4b6f-ad22-2faa974affc7,"10  Cours de Verdun, Crest  26400  France",,"[5.024275,44.727057]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",e5b4d418-765a-4fd8-9039-850aff545871,"11  Quai Gabriel Péri, Le Lavandou  83980  France",,"[6.369696,43.137889]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",0945e348-c4aa-40f1-8587-1e42cb99ecfe,817 Littoral Frédéric Mistral 83000 Toulon,,"[5.945638,43.107935]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a6fdf649-6f6d-47e6-80a3-1051c2d49f46,Boulevard De Lattre Tassigny 83980 Le Lavandou ,,"[6.369696,43.137889]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",4bb6f86c-7e9a-4de3-ab5c-6b7ed24e9719,Parking capitaine Aucey 42120 Le Coteau,,"[4.085646,46.029813]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",5994d525-4a3b-40fe-b0d6-640406b26c79,"  Le Village, Séderon  26560  France",,"[5.538491,44.202214]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",f99254d9-51ba-4288-8988-eb6bb4a29ced,"  Boulevard Maréchal de Lattre de Tassigny, Vichy  03200  France",,"[3.41637,46.12908]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a2864ce7-24fc-4b46-a078-84ec43811b53,157 Avenue du Mail 83140 Six-Fours-Les-Plages ,,"[5.805145,43.075105]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",fd47930e-f0d7-414a-aa6d-b1f60dcc0fd1,"39  Avenue Vincent d'Indy, Vernoux-en-Vivarais  07240  France",,"[4.64776,44.8977]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",b5973487-cc46-445f-8ecc-95eff185132c,Rue Neuve 26140 Saint-Rambert-D'Albon,,"[4.813139,45.295163]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",78feb92e-d081-43c6-92ec-05bbdc6b0d99,"3  Rue du Vol à Voile, Chaspuzac  43320  France",,"[3.762821,45.074864]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",086b8705-3993-4f6b-827c-e0bd7800c23b,Place du Belvédère 83400 Hyeres,,"[6.131286,43.038647]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",9c0528e8-03bd-47c8-853d-f61cbae3f88a,Avenue du Dr Bernard Foussier 04100 Manosque,,"[5.805136,43.829352]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a5d589af-d51d-4cc6-b8eb-846a14995279,route des plattières 73800 Sainte hélène du lac,,"[6.066,45.48335]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",9696871e-8f0f-40f3-8046-05a8f283018c,"  Rue Auguste Blanqui, Commentry  03600  France",,"[2.74365,46.2869]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",70227541-90fb-44ba-aa4d-f121750bf2a4,Parking des Marquisats 74000 Annecy,,"[6.1362,45.8924]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",06d4fb5b-44ce-490e-b17f-e4b6cd78d86e,Parc Beaulieu 42153 Riorges,,"[4.042694,46.03628]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",9fd6d1be-ded6-4658-a8a1-2e07a28c77c0,Place du Pont Neuf 43800 Lavoûte-Sur-Loire,,"[3.90733,45.12107]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",2a7d9f10-0c42-4b9f-bbad-83ed58160873,place carrouge 73330 Le Pont-de-Beauvoisin,,"[5.67412,45.53689]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",6466dc2a-ae6b-4c28-8acc-dd6bf8a2f3be,parking mairie 73800 Sainte hélène du lac,,"[6.06408,45.48155]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",efd59f1e-2ddc-472f-aedf-5f3ec5a2322d,Place De La Mairie 26110 St Ferreol Trente Pas,,"[5.218949,44.428743]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",08bb3d1b-0c24-432c-a2ea-abf2afc93912,"1  Avenue des Massettes, Challes-les-Eaux  73190  France",,"[5.971748,45.545721]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",449b35aa-eea5-41ea-a551-83add0261ad4,Massettes 1 73190 Challes-Les-Eaux,,"[5.971748,45.545721]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",c06cac0f-e402-450c-a8e0-bd476660364f,Parking Rovaltain Face SDED 26300 Alixan,,"[4.9767,44.9891]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",6750d41c-4573-4e71-a914-1c9ba812dfd1,"  D137, Polignac  43000  France",,"[3.85666,45.06895]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a9eed006-e98e-40ba-a433-16a07bb3b07b,"  Place Carrouge, Le Pont-de-Beauvoisin  73330  France",,"[5.67412,45.53689]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",75de5b46-4d1a-4532-a2b1-abffa1e0c3c4,"  Promenade de la Digue, Nyons  26110  France",,"[5.140972,44.358895]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",1e9fb13f-6ef1-411f-8bbd-1364167b37e9,Allee Du 15 Aout 1944 83520 Roquebrune-Sur-Argens,,"[6.644595,43.501255]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",220631d8-c623-42d3-803d-90386baf37da,"  Route des Moulins, Arâches-la-Frasse  74300  France",,"[6.639805,46.025563]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",f07f9bb0-5b09-4cdc-b45f-2d16ad2492f6,"  Place du Pont Neuf, Lavoûte-sur-Loire  43800  France",,"[3.90733,45.12107]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",20261cf8-3b8d-4a3d-857b-17d13ae30187,Boulevard de Narwick 04500 Riez,,"[6.09219,43.8167]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",6ec7ebe4-aefb-4dd6-9b8a-ea5d03116532,"Parking La Gare, lieu dit Oumey 43290 Raucoules",,"[4.29389,45.16762]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",173f0347-3504-40b1-a1ae-d3667a6771b0,"Nances, Chemin du clos Saint-Bruno 73470 Nances",,"[5.79934994,45.57534521]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",64f7d7c7-47f1-4e62-833c-47f9f828345d,Rue Clos Giraud 38510 Morestel,,"[5.47326,45.674127]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",3cf8be92-b09e-4f40-85ee-faa48f61bbb2,Rue Dupanloup 74000 Annecy,,"[6.1334,45.9036]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",f0eb4123-83c8-43f4-92f7-46243480b7c8,Pont du Rhône 26000 Valence,,"[4.885265,44.931448]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",9c7125af-896a-4487-9068-19379ded29dc,"7  Rue du Clos, Villerest  42300  France",,"[4.03728,45.996498]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",e4b55dc4-3f56-42f3-95e1-d4a2e52a14f5,"22 Rue de l'Escouvrier, 95200 Sarcelles",95585,"[2.3896085,48.9953677]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",ad0f6602-d05a-40e5-bdca-a146c1fab563,"  Chemin du Clos Saint-Bruno, Nances  73470  France",,"[5.799349,45.575345]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",ab037777-d0f5-4099-be0c-94c96be589f1,Aire de covoiturage Montmélian 73800 LaChavane,,"[6.057303,45.495611]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",5c39be75-707b-42ad-a668-3c455a3add94,"  Place de la Mairie, La Bâtie-Neuve  05230  France",,"[6.197639,44.565323]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",35fb78a3-0030-4d37-b1c0-f117f85807fd,Chemin De La Croze 38540 Grenay,,"[5.08628,45.6679]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",91413adc-fd78-4e8e-9131-5aa2715e7ff2,20 place Charles de Gaulle 03200 Vichy,,"[3.42649,46.1252]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",bc27e009-048d-40b5-a2a0-6a3d179b0410,Parking SNCF S1 44500 La Baule,,"[-2.390635,47.288267]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",ca9473df-5f80-43e0-9824-0881dc287022,Boulevard Jean Bignon 03160 Bourbon-l'Archambault,,"[3.0522,46.5833]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",c8f29b7d-e394-4e49-a807-4d8f1cea726d,"  Voie des Combettes, Villeneuve-de-Berg  07170  France",,"[4.501929,44.558368]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",4cc06d63-94a6-4ce4-9b2d-37afcf69de85,"Parking St Michel Sud, 43 Bd St Michel 38300 Bourgoin Jallieu",,"[5.27552,45.588987]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",b62abc7e-35f2-4f4d-9e8f-d51596349d44,Place de la Libération 43000 Le-Puy-En-Velay,,"[3.87728,45.04768]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",ae346d14-9584-4363-b6d2-8b4289650768,Parking du champs de Mars 05100 Briançon,,"[6.645486,44.901527]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",771e9839-5277-4db9-8563-76a13608e674,"43  Boulevard Saint-Michel, Bourgoin-Jallieu  38300  France",,"[5.27552,45.588987]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",e4e1b9b0-a2c9-439e-9483-31ea6b2afd03,Avenue de l'Europe 83140 Six-Fours-Les-Plages,,"[5.848177,43.116827]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",c7e2a6ae-bcb9-4fe1-b3d3-73230a21ad6d,Espace Rompe Cuou 04088 Forcalquier,,"[5.779084173,43.9595688]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",6c0591ee-decf-4ccb-bf27-2cf654566c4c,"  Espace Aragon, Villard-Bonnot  38190  France",,"[5.888787,45.238327]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",3b0c782b-f4a7-45f0-86be-5229a2398730,Chemin de la Chapelle 74560 Monnetier-Mornex,,"[6.22815,46.16281]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",96ec32e8-d729-4f46-bc7d-aa3d04eb37cc,"  Boulevard Saint Antoine, Le Chesnay-Rocquencourt  78150  France",,"[2.12136,48.81823]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a11b10c5-a509-4d11-83de-a855914b8374,"  Boulevard Latourette, Forcalquier  04300  France",,"[5.77988,43.95895]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",e284adbc-8d08-44fb-a7a2-8af775963594,"11  Place de la Mairie, Besson  03210  France",,"[3.26319,46.471]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",160359c3-e6c1-4673-b297-86aeda201137,Place Gérard Clet 38112 Meaudre,,"[5.527525,45.1274889]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",83a31688-072e-4e61-a36b-70ea9116cf90,"575  Route de Nyons, Sahune  26510  France",,"[5.2581,44.41145]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",29668c93-2c37-4ff6-872a-6b95dfd271af,575 Route de Nyons 26510 Sahune,,"[5.2581,44.41145]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",0d89dcbe-060c-4649-9b16-53c2eb5427f3,4 Avenue des Marthes 83830 Figanieres ,,"[6.497017,43.571181]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",0e0d5685-c46d-4757-98e4-cd5caf9dea68,"  Avenue Maréchal Leclerc, Hyères  83400  France",,"[6.113377,43.120276]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",b972415d-8d61-4bec-bffe-c4a7c32553a2,"1  Route des Hutins, Vétraz-Monthoux  74100  France",,"[6.261109,46.172691]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",f3d5a933-9770-4629-880a-bac4d594af99,2 boulevard de l'Europe 91000 Évry-Courcouronnes,,"[2.425962,48.630267]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",28d77e8a-fd76-41aa-ba82-f9ed2f8cf6fd,Avenue Maréchal LECLERC 83400 Hyeres,,"[6.113377,43.120276]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",c9d7cd9a-f11c-429d-b16c-04e414e17d73,Parking place Jean Moulin 42350 La Talaudiere,,"[4.4352,45.48154]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",5ccc9985-a0d5-4ed3-980d-06837aa3affa,"Bussy-Saint-Georges, Aire de Ferrières 77600 Bussy-Saint-Georges",,"[2.741552,48.828419]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",e3e66f82-babf-4802-9585-ea04ac3a70b1,Avenue de Praperrier 07290 Saint-Romain-D'Ay,,"[4.66594299,45.166995]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",14f43f22-7361-464c-a4d8-109c2f5c37ec,"  Place de l'Europe, Saint-Germain-Laprade  43700  France",,"[3.967909,45.037946]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",83bfbbda-ff3d-46f4-8f17-74a702199d86,Place du Gymnase 26140 Anneyron,,"[4.886768,45.272129]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a453967d-0de6-49dc-b42a-931e29471caa,"  Place du 11 Novembre, Renaison  42370  France",,"[3.925942,46.051708]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",15efe27b-902b-4f3a-80bd-4370e6fe05ce,Avenue de la gare 74800 La Roche-Sur-Foron,,"[6.30372,46.0682]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",ae190929-9bb2-4f2a-b078-24e5a34da031,"  Place de l'Ancienne Gare, Vallon-Pont-d'Arc  07150  France",,"[4.38994,44.4063]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",b53b10af-de5f-4514-8493-e085aa05dfb8,Parking Coccimarket 05140 Aspremont,,"[5.72954,44.488113]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",da17a682-5c78-43ea-b3ad-b6fdecdda24d,"255  Boulevard des Murenes, Roquebrune-sur-Argens  83380  France",,"[6.691177,43.342474]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",f9038a45-945e-4b3d-ad56-8067d81c36e2,"  Route des Frères Montgolfier, Villerest  42300  France",,"[4.035542,45.985625]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",d4e31418-6f82-4425-a2aa-48d8e7c46cec,"102  Chemin de la Source, Hyères  83400  France",,"[6.110196,43.110005]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",122e791b-0373-45c3-9f73-d17cf78bbe12,"  Rue Capitaine Meunier, Le Bourg-d'Oisans  38520  France",,"[6.030833,45.052769]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",b3456b08-8e05-44c7-b2d1-c9fe70d28ffc,Ilets Boris Vian 03100 Montluçon,,"[2.60561,46.3301]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a13b2699-b0e2-4d68-b683-2c3697eac52c,"Centre de vie Sud 2, Rue mer Caspienne 73370 Le Bourget-Du-Lac",,"[5.87381,45.64099]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",7ed73fc2-c597-4f19-aeae-04bd87f71a92,Place du 14 Juillet 07470 Coucouron,,"[3.97075,44.8031]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",93aaac74-70c7-4bfe-84f6-e25f7d08f00a,Parking de la Médiathèque 74130 Le Petit-Bornand-Les-Glières,,"[6.39608,46.00143]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",afda6248-15d7-47ec-bdd2-ca96a0c849a8,"  Route des Écoliers, Crachier  38300  France",,"[5.22312,45.54915]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",5d3cc229-019b-4801-9f13-9e98401c73b9,Place du Champ des Pauvres 07170 Saint-Germain,,"[4.451231,44.555261]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",b2d6ba26-2ba9-41d5-a39e-a7e28a142afd,"  Avenue de la Santé, Saint-Marcellin  38160  France",,"[5.318619,45.153969]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",ef65132f-65a8-49d1-8a24-de41257686aa,Allée du Verger 95700 Roissy-en-France,,"[2.517808,48.998928]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",50491746-6e74-45d5-99dd-20cc2fd60fa5,Parking Mattel 74190 Passy,,"[6.7054898,45.9084331]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",f80dbee5-ff08-4785-ac01-ba8a2f75f492,"  ZAC de la Barque, Fuveau  13710  France",,"[5.541409,43.477967]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",d34238b3-2066-450b-9b11-22fe37d548f7,Allée Anita Conti 83500 La Sey sur Mer,,"[5.900207,43.091725]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",dc46ffe2-1d83-4d8f-b11a-8978d916e111,Route d'Italie 05100 Montgenèvre,,"[6.725729527,44.93142339]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",8ee820d5-0bea-4b60-94d9-a464698fd365,"  Chemin des Chabannes, Bellerive-sur-Allier  03700  France",,"[3.396184,46.127122]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",3a681c52-07c8-4d82-8e03-8e4463cabc9b,"  Rue Denis Papin, Montluçon  03100  France",,"[2.59832,46.3444]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",2b48ce22-5206-4370-85f2-0a2fc9e5c500,"  Vieux Chemin d'Hyères, La Crau  83260  France",,"[6.078095,43.120548]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a73fec9e-c5b8-4e1d-99b0-5e16fd56e298,Route de Pont de Beauvoisin 73240 Saint Genix les Villages,,"[5.631899,45.598443]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",60424253-1dd3-45d7-baa0-ebb82ebee399,ZA de la Croisée 74270 Chêne-En-Semine,,"[5.8643,46.0609]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",57af7558-bbe5-4ed1-89d7-790f9b6e063f,"  Rue de l'Église, Bischheim  67800  France",,"[7.754923,48.615495]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",57e2d653-4540-4339-b9d0-15c7ac85f46f,Avenue Johannes Gutenberg 77700 Serris,,"[2.800789,48.837105]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",f7063f27-5806-44dd-b25a-7e34a0dcf97e,"  Avenue du Faubourg, Savines-le-Lac  05160  France",,"[6.400384,44.524718]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",4b0fb98e-fdab-4ed8-9fdd-bd729dcccc75,Parc d'Activités de la Guerche. Avenue Guy Lafontaine 44250 Saint-Brevin-les-Pins,,"[-2.158702,47.244652]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",ea130ef0-4fc8-4b47-bc97-4b55a4891ea8,Avenue Gutenberg 04000 Digne-Les-Bains 04000 Digne-Les-Bains,,"[6.18529,44.0759]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",45cbf7fb-b2bf-44f9-9cec-139bb1ddedc6,"ZAC des Landes, Av. du Cagire",31175,"[0.7607159,43.116064]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",8e9b42b9-34ab-4a2a-859e-2ed10541799f,Le Village 07200 Ailhon,,"[4.341696,44.597907]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",b7f2bd1e-b40a-4d0b-a012-fd8fbb37dd00,Europe Lavandières 03100 Montluçon,,"[2.59689,46.3511]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",7f31c7a7-81b6-4262-86c0-903916994912,Avenue F.Lesseps 83000 Toulon ,,"[5.938863,43.126242]"
"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",622c1871-9304-47a1-8e71-0fa11668ad01,Place de l'église 74410 DUINGT,,"[6.202025,45.827454]"
