,Created At,Updated At,ID,Adresse Station,Code Insee Commune,CoordonneesXY,region,dept,com
72,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",e8d3c6b4-7d11-42cb-93ed-f0642b347a11,Place des fées 73490 La Ravoire,,0101000020E61000006C0A647616DD17403012DA722EC94640,84,15,15125
73,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",78133d85-8598-499d-b641-95a4d32feb5e,Allée de l'Eden (Flunch) 38053 Bourgoin Jallieu,,0101000020E6100000F584251E50F614404703780B24CC4640,27,71,71289
74,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",da84dcfa-d727-439e-b927-f71c60fdc687,Rue Pré Benevix - Cœur de ville 74300 Cluses,,0101000020E61000000208C49041531A40BFB67EFACF074740,84,07,07159
75,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",eb4a57cc-58e1-42ac-bd38-9d2a6b8974fb,"  Route de Flaine, Arâches-la-Frasse  74300  France",,0101000020E6100000185B087250C21A4062670A9DD7004740,75,79,79109
76,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",581c63ea-121f-4032-937a-3e61f962b848,"  Boulevard du Fier, Annecy  74000  France",,0101000020E6100000BA1457957D771840EF38454772F54640,76,81,81196
77,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",244e4266-564a-42ef-8062-86df84500a99,Parking Office Du Tourisme 04400 Uvernet-Fours,,0101000020E6100000E719FB928D671A40058BC3995F2F4640,93,84,84043
78,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",15d96f4c-03f7-432f-a0ad-31081760f82a,Route de Grenoble 05220 Le Monêtier-Les-Bains,,0101000020E610000086AB0320EE0A1A40FE43FAEDEB7C4640,28,14,14007
79,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",d928716f-41dd-4a51-92d7-96ff7841de50,"  Square Général Leclerc, Vichy  03200  France",,0101000020E61000000AA2EE03905A0B4048E17A14AE0F4740,75,17,17041
80,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",cbe28cce-9a08-413a-8224-9f16105e0448,"4  Rue Saint-Joseph, Lorette  42420  France",,0101000020E610000088BA0F406A5312407D3F355EBAC14640,32,59,59497
81,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",96e2e222-099f-4d07-8d32-139095aee5ce,"Mayres, Place du Chambon 07330 Mayres",,0101000020E61000008B1A4CC3F071104093A9825149554640,32,60,60215
82,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",01d9aeb6-d680-4f92-b141-d3a9ed074160,Chemin de Halage 07300 Mauves,,0101000020E610000049D576137C531340E6E786A6EC844640,32,60,60476
83,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",24966e0d-bc2c-4f4d-8c82-de34f825b34d,Rue Des Bailes 83840 La Bastide ,,0101000020E61000001538D906EE801A40CC99ED0A7DDE4540,44,10,10061
84,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",2fc6dc5b-e203-43c1-b9a8-d64435ec130a,Parking Gymnase du Rosay 74700 Sallanches,,0101000020E610000025D74A7120831A4064542137A6F84640,75,40,40153
85,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",8f595af7-878a-4758-901f-f0259d2ea435,Le Sauze 04400 Enchastrayes,,0101000020E61000002E7079AC19B91A40F6B3588AE42F4640,75,17,17372
86,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",c57e0be5-2b09-492c-806c-259b5834e6e5,"  Place du 18 Août 1944, Scionzier  74950  France",,0101000020E61000001878EE3D5C321A40ED28CE5147074740,44,57,57342
87,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",5ddd3511-79bd-49b6-a353-5190c985b997,Rue Ferraillette 83870 Signes ,,0101000020E610000067817687147317407099D36531A54540,28,50,50365
88,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",4d8e18c6-9298-42b6-b03b-eed1f1d7cf67,"2  Route de Vignières, Annecy  74000  France",,0101000020E610000079AF5A99F08B184087A757CA32F44640,27,71,71386
89,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",9426a238-3daf-43c4-b2da-a9f906723907,Allée Jean Mermoz 74960 Annecy Cran-Gevrier,,0101000020E6100000032670EB6E5E1840158C4AEA04F44640,32,02,02061
90,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",be420ed1-a8d3-4820-97da-a2f7006e1a03,"  Place du Marché, Saint-Julien-Chapteuil  43260  France",,0101000020E6100000E4A08499B63F104087C43D963E844640,53,35,35270
91,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",298ba5d5-3e14-4f42-adda-1701281e4a7b,Parking les Lauriers 07220 Viviers,,0101000020E61000005305A3923AC112405FD4EE57013E4640,84,74,74052
92,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",d75a7ec8-7743-4bcd-a14e-a49fe7903cd0,Place Jardin Neptune 07700 Bourg-Saint-Andeol,,0101000020E61000004A5E9D6340961240492EFF21FD2E4640,27,58,58097
93,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",9af26cd7-90b4-4cf1-9293-0e64cab4ceaa,Avenue Julien Jourdan 83860 Nans-Les-Pins ,,0101000020E6100000F91400E31924174028D53E1D8FAF4540,84,69,69165
94,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",7db1872f-f3e9-44c0-a614-947cedbe82a3,"  Place de la République, Banon  04150  France",,0101000020E6100000164D6727838316405B423EE8D9044640,84,15,15152
95,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",ebdf14af-913d-428e-9f30-3d26ff5c7188,"  Place Charles de Gaulle, Ruoms  07120  France",,0101000020E6100000A24621C9AC5E114057E9EE3A1B3A4640,27,89,89075
96,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",4dcde224-19aa-4baa-9529-aad556459b1e,Chef Lieu 74230 Manigod,,0101000020E610000008AC1C5A647B1940BC74931804EE4640,53,22,22356
97,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",7be4dc41-4335-4ff3-87d5-c996f38e39ad,Avenue du 8 mai 1945 51520 Saint-Martin-sur-le-Pré,,0101000020E61000002AABE97AA26B114036AB3E575B7D4840,32,60,60553
98,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",2eeb489d-8834-4671-be53-e25c429a8937,"  Route du Théâtre, Saint-Paul  97434  France",,0101000020E6100000BF0E9C33A29C4B40D1915CFE430A35C0,93,05,05018
99,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",df231468-81da-412d-a72c-b87e5fa34966,Rue de la Gare 74000 Annecy,,0101000020E610000094FB1D8A027D1840B3EA73B515F34640,27,89,89399
100,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",1418586d-a54d-469c-97f4-c2bbaec5a259,"RUE JEAN MONNETPARC DES COURATIERS RD 957, CENTRE COMMERCIAL CORA 41000 BLOIS",,0101000020E610000074EFE192E3CEF43F08C9022670CF4740,44,57,57716
101,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",3dabe5b5-346c-4fe1-af50-6673ce60b75e,"86  Avenue Colonel Fabien, Carnoules  83660  France",,0101000020E6100000D1419770E8BD184054E4107173A64540,76,66,66007
102,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",cf5f7cc9-bfe7-463f-850c-e3dfe1e7f5c2,"  Place Emile Loubet, Montélimar  26200  France",,0101000020E61000002A90D959F4FE1240AAEE91CD55474640,,,35062
103,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",a1872f4d-ecb0-40a0-a31f-fa5f5adfcd67,Rue Du Château Picard 38200 Seyssuel,,0101000020E61000008D45D3D9C960134001DE02098AC74640,32,59,59648
104,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",07355f1d-2616-4845-8521-f3e061a1825d,Parking le Pertuiset 42240 Unieux,,0101000020E6100000D589157F25011140EA645F6864B44640,32,60,60543
105,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",f935f1f2-c86e-4cb5-bc9a-549768375a4c,"  Avenue du Léman, Bonne  74380  France",,0101000020E61000009D685721E547194028B8585183154740,75,24,24478
106,"July 23, 2024, 11:31 AM","July 23, 2024, 11:31 AM",59fa676d-cd50-4314-b35b-761da57fa9e0,Parking supérette 42240 Saint-Maurice-En-Gourgois,,0101000020E610000073DC84D61EB910406759411DA0B34640,44,51,51550
