Location name,evse_id,spot_connector_id,tariff_id,src_id
Route du 17 Octobre 1961,FR*PLN*EH002333*2,98332463,3f011f8ce2ce43039d4392d6014c84c1,c22287d4eb8140d785467ba0d6885855_10
39 Route de Pont de Briques,FR*PLN*EH003047*2,119913705,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Av. Santos Dumont,FR*PLN*EH001178*2,81933468,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Les Grands Gougniots - 1 rue de Vandoeuvre,FR*PLN*EH002910*3,112175654,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
11 Rue des Prairies,FR*PLN*EH002225*3,105290065,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Rue de la Fosse Benate - Tangentielle RN60,FR*PLN*EH003053*2,107468027,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
Eni Station - 20 - 22 ROUTE DE ST ANTOINE,FR*PLN*EH000549*1,89210499,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Rue de la Fosse Benate - Tangentielle RN60,FR*PLN*EE008129*2,107468020,6cbc5be5a4297a08bed9bc8816d8310c,c22287d4eb8140d785467ba0d6885855_9
Eni Station - Av. de Lattre de Tassigny 67,FR*PLN*EH000892*3,103434411,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Eni Station - 38-40 Av. du Roussillon,FR*PLN*EH001071*3,77912975,6dd66b903857c8beb483a6e5eff9c565,c22287d4eb8140d785467ba0d6885855_16
Les Grands Gougniots - 1 rue de Vandoeuvre,FR*PLN*EH003054*1,112175656,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"33, Avenue Maréchal Juin",FR*PLN*EH001839*1,84258101,135bcc1691bef59b61232d4743742e37,c22287d4eb8140d785467ba0d6885855_14
Chaumont-sur-Tharonne,FR*PLN*EH001585*1,95531363,ebca4abaea071b612ebaeb5fd7b8fb8c,e11d9f9257dc455fbf47af8913eb26df_104
"ZAC des Charmes, Avenue de L'Europe",FR*PLN*EH002994*3,130162322,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
"154 Impasse de, La Grande Grange",FR*PLN*EE007409*2,77814841,6cbc5be5a4297a08bed9bc8816d8310c,c22287d4eb8140d785467ba0d6885855_9
ZAC de Pontillault - Lieu dit les Berchères,FR*PLN*EH003059*2,105455161,2ebde48380cea71e98303a4435b7282d,c22287d4eb8140d785467ba0d6885855_12
